"account_id","balance_as_known","balance_as_restated","delta","as_of_ts"
"C833240229","-3584.21","-3584.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C832292933","-3199.06","-3199.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1280641161","-34729.64","-34729.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1902801188","-3533.32","-3533.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C1302725372","24936.34","24936.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C840514538","-5885.56","-5885.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C50072771","18851.44","18851.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C929706284","-17851.54","-17851.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1393828949","-101940.14","-101940.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C494894055","-3791.28","-3791.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C781091365","-11648.50","-11648.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C1087072654","134977.11","134977.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C20804602","-1373.43","-1373.43","0.00","2026-01-01 23:59:59.000000 UTC"
"C1196963249","-312108.51","-312108.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C847320212","-2130.30","-2130.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C1547883191","-6297.71","-6297.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1130346421","-5580.98","-5580.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1372422140","-5110.10","-5110.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C501608687","-109732.52","-109732.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C2033524545","-671.64","-671.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1244867001","-2858.89","-2858.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1943750504","-5770.32","-5770.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C1711185459","-15918.79","-15918.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C1717433286","380015.14","380015.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C226690498","-3605.26","-3605.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1003206025","-871.75","-871.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C611289995","-7073.60","-7073.60","0.00","2026-01-01 23:59:59.000000 UTC"
"C628064884","-2946.38","-2946.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C1251897263","-25554.79","-25554.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C843299092","-581294.26","-581294.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1237762639","-1157.86","-1157.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C2080643905","-8227.30","-8227.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C1153933106","-799483.57","-799483.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C816944408","-2330.64","-2330.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1992801971","-5842.61","-5842.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C2029754983","21898.97","21898.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1181545730","-6488.60","-6488.60","0.00","2026-01-01 23:59:59.000000 UTC"
"C181252244","-17150.89","-17150.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1878413714","-5392.75","-5392.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1042891691","-45756.23","-45756.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C2066892165","-5853.21","-5853.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C15892131","-36651.07","-36651.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C905080434","-229133.94","-229133.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C144445623","-30331.38","-30331.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C2015301874","-102153.86","-102153.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C460570271","-2641.47","-2641.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C104716441","-2252.44","-2252.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C1543518287","220431.09","220431.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1389774257","-12401.90","-12401.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C511354923","-53783.57","-53783.57","0.00","2026-01-01 23:59:59.000000 UTC"
"C1166106620","-1175.59","-1175.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C2114629072","-419757.69","-419757.69","0.00","2026-01-01 23:59:59.000000 UTC"
"C577127077","-7659.86","-7659.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C453671855","-2168.80","-2168.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C500230084","-7797.00","-7797.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1004430079","-1617.90","-1617.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1800693087","-4040.84","-4040.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1187779195","-9499.40","-9499.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C2048537720","-11668.14","-11668.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C61137731","94726.64","94726.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1027569178","-885.90","-885.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C1527882132","-14895.51","-14895.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1021565761","-16631.14","-16631.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C896138248","-2057.71","-2057.71","0.00","2026-01-01 23:59:59.000000 UTC"
"C1182311147","-3179.70","-3179.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C1207231495","-5154.97","-5154.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C713898436","55837.16","55837.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C500885941","-4111.34","-4111.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C1572745406","-2063.77","-2063.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1052768296","-132574.00","-132574.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C278476563","-5882.32","-5882.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C697508322","-184986.80","-184986.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C1088491512","198847.32","198847.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C1429483328","-1460.63","-1460.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C2054451662","-1006.76","-1006.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C1037163664","232953.64","232953.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1605988985","-3238.39","-3238.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C1278616846","-117023.79","-117023.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C1045731788","259753.27","259753.27","0.00","2026-01-01 23:59:59.000000 UTC"
"C691863815","-5363.00","-5363.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C212963786","277807.48","277807.48","0.00","2026-01-01 23:59:59.000000 UTC"
"C2100771791","-4170.82","-4170.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C747870628","-25674.03","-25674.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C1048712791","-9753.55","-9753.55","0.00","2026-01-01 23:59:59.000000 UTC"
"C600958416","-365.00","-365.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1642973315","-2272.54","-2272.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C97901029","-9191.46","-9191.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C98351968","-209370.56","-209370.56","0.00","2026-01-01 23:59:59.000000 UTC"
"C1650955365","-9104.26","-9104.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C822232612","-3644.12","-3644.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C421191743","-63830.49","-63830.49","0.00","2026-01-01 23:59:59.000000 UTC"
"C1843743552","-9181.99","-9181.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C885910946","-2599.46","-2599.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C720770771","-708.82","-708.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C820878444","-1576.78","-1576.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1540894701","-211075.91","-211075.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1632789609","-3292.21","-3292.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C1636178473","-251241.14","-251241.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C628392976","15054.61","15054.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C1629353699","-829.07","-829.07","0.00","2026-01-01 23:59:59.000000 UTC"
"C1198197478","-473499.51","-473499.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1672598778","235564.81","235564.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C194107588","-2245.62","-2245.62","0.00","2026-01-01 23:59:59.000000 UTC"
"C201677908","-480222.51","-480222.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C264978436","-187728.59","-187728.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C409565350","-2358.63","-2358.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C40875560","-141111.15","-141111.15","0.00","2026-01-01 23:59:59.000000 UTC"
"C191310504","-1231.79","-1231.79","0.00","2026-01-01 23:59:59.000000 UTC"
"C375074687","-33269.25","-33269.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C1557989809","-252908.87","-252908.87","0.00","2026-01-01 23:59:59.000000 UTC"
"C2054757222","-18437.04","-18437.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C1887699190","-2278.19","-2278.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C635611994","-3608.41","-3608.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C12905860","-147543.10","-147543.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1572127577","-19741.22","-19741.22","0.00","2026-01-01 23:59:59.000000 UTC"
"C1191864687","-244361.81","-244361.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C1321115948","-1193410.46","-1193410.46","0.00","2026-01-01 23:59:59.000000 UTC"
"C1324173038","-2075.94","-2075.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C191568263","-2773.61","-2773.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C1641672672","-7257.70","-7257.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C865858182","106727.81","106727.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C1302877661","-1532.35","-1532.35","0.00","2026-01-01 23:59:59.000000 UTC"
"C2123533871","222711.47","222711.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C1431556341","-51121.05","-51121.05","0.00","2026-01-01 23:59:59.000000 UTC"
"C1264754451","-5880.33","-5880.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C1129869771","-7649.41","-7649.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C52451302","-10059.70","-10059.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C1494277749","-18561.23","-18561.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C785625589","-5184.90","-5184.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C15477956","-3930.81","-3930.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C237297104","-2644.63","-2644.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C1579132337","-3580.26","-3580.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C68195659","-8901.32","-8901.32","0.00","2026-01-01 23:59:59.000000 UTC"
"C2142893855","-9864.23","-9864.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C1288108586","-207.75","-207.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C259251414","-21530.96","-21530.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C2032909428","221693.08","221693.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C547923534","123103.74","123103.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C2075568954","-6675.34","-6675.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C1157943921","120234.99","120234.99","0.00","2026-01-01 23:59:59.000000 UTC"
"C2101527076","-2806.00","-2806.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1717473929","-6490.17","-6490.17","0.00","2026-01-01 23:59:59.000000 UTC"
"C1401295795","-5334.81","-5334.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C577734751","-598782.65","-598782.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C1957078537","-498960.91","-498960.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C593447952","-483544.30","-483544.30","0.00","2026-01-01 23:59:59.000000 UTC"
"C2111882926","-502.61","-502.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C198098993","-4227.19","-4227.19","0.00","2026-01-01 23:59:59.000000 UTC"
"C54960993","-4355.66","-4355.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C732597634","-2167.26","-2167.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1396385390","-131991.26","-131991.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1217312754","-648.64","-648.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C594651850","-215338.28","-215338.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C1594039997","-9796.29","-9796.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C295640874","-123797.10","-123797.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1793899405","106847.36","106847.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C328197868","-3545.37","-3545.37","0.00","2026-01-01 23:59:59.000000 UTC"
"C1324262781","-6548.43","-6548.43","0.00","2026-01-01 23:59:59.000000 UTC"
"C1768242710","-5307.88","-5307.88","0.00","2026-01-01 23:59:59.000000 UTC"
"C1458091526","-323105.08","-323105.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C1434066477","155075.41","155075.41","0.00","2026-01-01 23:59:59.000000 UTC"
"C1447353473","-123179.97","-123179.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1279740095","-410201.89","-410201.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C50720817","-51627.39","-51627.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C2007486296","-55105.90","-55105.90","0.00","2026-01-01 23:59:59.000000 UTC"
"C2029780820","-983479.66","-983479.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C2125470482","-8356.44","-8356.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C1544078442","-12121.50","-12121.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C1231006815","-9839.64","-9839.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1556867940","-209711.11","-209711.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C207546206","-1445.06","-1445.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C1617174216","147388.67","147388.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C559050604","-10891.96","-10891.96","0.00","2026-01-01 23:59:59.000000 UTC"
"C1348115836","100198.77","100198.77","0.00","2026-01-01 23:59:59.000000 UTC"
"C1624351535","-3854.92","-3854.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C431164562","159334.62","159334.62","0.00","2026-01-01 23:59:59.000000 UTC"
"C1912850431","-7861.64","-7861.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C82825098","-7079.24","-7079.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C1717739363","-10497.33","-10497.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C2061226112","-1091.54","-1091.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1108706191","-114057.61","-114057.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C211973922","-9549.70","-9549.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C209360730","-7546.88","-7546.88","0.00","2026-01-01 23:59:59.000000 UTC"
"C789982400","-12256.66","-12256.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C912966811","-1614.64","-1614.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C1906947271","-569068.84","-569068.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1917562344","-9361.47","-9361.47","0.00","2026-01-01 23:59:59.000000 UTC"
"C99770475","-114499.14","-114499.14","0.00","2026-01-01 23:59:59.000000 UTC"
"C2024711353","-134143.27","-134143.27","0.00","2026-01-01 23:59:59.000000 UTC"
"C2083854344","-2937.34","-2937.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C1174586025","-73513.50","-73513.50","0.00","2026-01-01 23:59:59.000000 UTC"
"C1556520190","-2869.65","-2869.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C48305285","-2528.10","-2528.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C739264372","-287265.38","-287265.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C848097505","403418.39","403418.39","0.00","2026-01-01 23:59:59.000000 UTC"
"C1767230265","-8364.73","-8364.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C1492875057","-5237.54","-5237.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1890287843","-593.40","-593.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C1338905451","-467177.03","-467177.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C1574509514","2643.45","2643.45","0.00","2026-01-01 23:59:59.000000 UTC"
"C1464177809","-1478772.04","-1478772.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C1167088639","-3704.97","-3704.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C1443675930","88626.65","88626.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C977160959","-438437.09","-438437.09","0.00","2026-01-01 23:59:59.000000 UTC"
"C1746570062","-4493.29","-4493.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C1373949107","-7641.08","-7641.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C671596011","-3705.83","-3705.83","0.00","2026-01-01 23:59:59.000000 UTC"
"C1768127248","-213922.13","-213922.13","0.00","2026-01-01 23:59:59.000000 UTC"
"C855700733","-82685.93","-82685.93","0.00","2026-01-01 23:59:59.000000 UTC"
"C593768538","-161613.93","-161613.93","0.00","2026-01-01 23:59:59.000000 UTC"
"C1260440107","73199.10","73199.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C2007599722","-2061082.82","-2061082.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C1556461159","-310157.55","-310157.55","0.00","2026-01-01 23:59:59.000000 UTC"
"C702500163","134426.08","134426.08","0.00","2026-01-01 23:59:59.000000 UTC"
"C2000648320","-8348.10","-8348.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1202220987","-7870.29","-7870.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C1761217448","-3020.86","-3020.86","0.00","2026-01-01 23:59:59.000000 UTC"
"C967323951","-3372.29","-3372.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C1615801298","-2204.04","-2204.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C599782425","-114712.48","-114712.48","0.00","2026-01-01 23:59:59.000000 UTC"
"C192428201","-3455.85","-3455.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C403547747","-112086.81","-112086.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C2031377754","206097.65","206097.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C1064905627","87117.29","87117.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C192456457","273305.73","273305.73","0.00","2026-01-01 23:59:59.000000 UTC"
"C883521348","-7813.63","-7813.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C745627268","-1683.95","-1683.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C312168418","289272.75","289272.75","0.00","2026-01-01 23:59:59.000000 UTC"
"C1968552224","-66225.76","-66225.76","0.00","2026-01-01 23:59:59.000000 UTC"
"C1967496309","355500.25","355500.25","0.00","2026-01-01 23:59:59.000000 UTC"
"C1057507014","-2545478.01","-2545478.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C1917784974","-6443.58","-6443.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C1865219266","-4391.44","-4391.44","0.00","2026-01-01 23:59:59.000000 UTC"
"C1807894765","-1193.24","-1193.24","0.00","2026-01-01 23:59:59.000000 UTC"
"C1810518740","-106.81","-106.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C94830685","-955855.00","-955855.00","0.00","2026-01-01 23:59:59.000000 UTC"
"C1523084197","-107308.84","-107308.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1141113940","-57794.61","-57794.61","0.00","2026-01-01 23:59:59.000000 UTC"
"C1394010463","-227478.01","-227478.01","0.00","2026-01-01 23:59:59.000000 UTC"
"C2143739483","201073.81","201073.81","0.00","2026-01-01 23:59:59.000000 UTC"
"C1920305914","104605.78","104605.78","0.00","2026-01-01 23:59:59.000000 UTC"
"C1847431070","15152.15","15152.15","0.00","2026-01-01 23:59:59.000000 UTC"
"C1788380050","-92553.64","-92553.64","0.00","2026-01-01 23:59:59.000000 UTC"
"C632475595","63255.29","63255.29","0.00","2026-01-01 23:59:59.000000 UTC"
"C1731295355","-7342.63","-7342.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C647973805","194311.34","194311.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C425015667","-12872.92","-12872.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1171255580","-16505.51","-16505.51","0.00","2026-01-01 23:59:59.000000 UTC"
"C1730337646","-15.06","-15.06","0.00","2026-01-01 23:59:59.000000 UTC"
"C2103763750","-3448.92","-3448.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C908384914","-4306.89","-4306.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C367967231","206405.92","206405.92","0.00","2026-01-01 23:59:59.000000 UTC"
"C1543146693","-9762.28","-9762.28","0.00","2026-01-01 23:59:59.000000 UTC"
"C1648700617","-324397.94","-324397.94","0.00","2026-01-01 23:59:59.000000 UTC"
"C20156341","-4059.38","-4059.38","0.00","2026-01-01 23:59:59.000000 UTC"
"C1828508781","10844.33","10844.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C1089930529","-5320.10","-5320.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1602167682","-427175.03","-427175.03","0.00","2026-01-01 23:59:59.000000 UTC"
"C1523649562","414238.59","414238.59","0.00","2026-01-01 23:59:59.000000 UTC"
"C1061448687","371883.82","371883.82","0.00","2026-01-01 23:59:59.000000 UTC"
"C626193099","-39485.21","-39485.21","0.00","2026-01-01 23:59:59.000000 UTC"
"C95685867","-9374.72","-9374.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C598357562","-5086.48","-5086.48","0.00","2026-01-01 23:59:59.000000 UTC"
"C369805307","-8531.42","-8531.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C1047934137","-373068.26","-373068.26","0.00","2026-01-01 23:59:59.000000 UTC"
"C1374217958","-172986.70","-172986.70","0.00","2026-01-01 23:59:59.000000 UTC"
"C49318987","-2284.54","-2284.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C402808045","-75442.68","-75442.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C999647352","-4531.55","-4531.55","0.00","2026-01-01 23:59:59.000000 UTC"
"C879311295","-4804.68","-4804.68","0.00","2026-01-01 23:59:59.000000 UTC"
"C923083575","-3146.16","-3146.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C605982374","-11996.58","-11996.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C2082509879","146331.12","146331.12","0.00","2026-01-01 23:59:59.000000 UTC"
"C365625031","152823.85","152823.85","0.00","2026-01-01 23:59:59.000000 UTC"
"C2014563089","-88987.11","-88987.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C1387620926","-6606.31","-6606.31","0.00","2026-01-01 23:59:59.000000 UTC"
"C793293778","-344464.40","-344464.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C2075372030","-8354.27","-8354.27","0.00","2026-01-01 23:59:59.000000 UTC"
"C105751207","-197186.52","-197186.52","0.00","2026-01-01 23:59:59.000000 UTC"
"C216376974","-13758.63","-13758.63","0.00","2026-01-01 23:59:59.000000 UTC"
"C280615803","-4510.22","-4510.22","0.00","2026-01-01 23:59:59.000000 UTC"
"C983767354","-47564.74","-47564.74","0.00","2026-01-01 23:59:59.000000 UTC"
"C1265012928","-4024.36","-4024.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C609483101","21255.80","21255.80","0.00","2026-01-01 23:59:59.000000 UTC"
"C746280996","-26759.05","-26759.05","0.00","2026-01-01 23:59:59.000000 UTC"
"C343345308","-38.66","-38.66","0.00","2026-01-01 23:59:59.000000 UTC"
"C1423768154","-4316.20","-4316.20","0.00","2026-01-01 23:59:59.000000 UTC"
"C872522004","-372.34","-372.34","0.00","2026-01-01 23:59:59.000000 UTC"
"C1155769010","-1341.58","-1341.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C1950136544","-326349.91","-326349.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1107579932","-152757.58","-152757.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C32393008","-5485.04","-5485.04","0.00","2026-01-01 23:59:59.000000 UTC"
"C1325866488","81694.11","81694.11","0.00","2026-01-01 23:59:59.000000 UTC"
"C1440738283","-5281.48","-5281.48","0.00","2026-01-01 23:59:59.000000 UTC"
"C1631227617","-78292.91","-78292.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C582300198","-420532.33","-420532.33","0.00","2026-01-01 23:59:59.000000 UTC"
"C908722588","-6495.27","-6495.27","0.00","2026-01-01 23:59:59.000000 UTC"
"C1043639521","39249.67","39249.67","0.00","2026-01-01 23:59:59.000000 UTC"
"C288306765","-367768.40","-367768.40","0.00","2026-01-01 23:59:59.000000 UTC"
"C1342374939","-2644.54","-2644.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1614133563","228451.89","228451.89","0.00","2026-01-01 23:59:59.000000 UTC"
"C1688782916","-9456.69","-9456.69","0.00","2026-01-01 23:59:59.000000 UTC"
"C798278875","-2466.95","-2466.95","0.00","2026-01-01 23:59:59.000000 UTC"
"C1591161296","338964.91","338964.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C1824322115","143148.97","143148.97","0.00","2026-01-01 23:59:59.000000 UTC"
"C263053820","-75405.10","-75405.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C141110631","-47913.58","-47913.58","0.00","2026-01-01 23:59:59.000000 UTC"
"C691691381","-338767.10","-338767.10","0.00","2026-01-01 23:59:59.000000 UTC"
"C1740826931","-50101.88","-50101.88","0.00","2026-01-01 23:59:59.000000 UTC"
"C1379207867","-5170.23","-5170.23","0.00","2026-01-01 23:59:59.000000 UTC"
"C537536188","-33782.98","-33782.98","0.00","2026-01-01 23:59:59.000000 UTC"
"C1049590050","-18288.91","-18288.91","0.00","2026-01-01 23:59:59.000000 UTC"
"C355885103","-1867849.02","-1867849.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C1541046463","-34629.16","-34629.16","0.00","2026-01-01 23:59:59.000000 UTC"
"C1262237002","246816.65","246816.65","0.00","2026-01-01 23:59:59.000000 UTC"
"C1563053805","-928722.69","-928722.69","0.00","2026-01-01 23:59:59.000000 UTC"
"C1457226878","-363482.02","-363482.02","0.00","2026-01-01 23:59:59.000000 UTC"
"C1376017854","-2054.84","-2054.84","0.00","2026-01-01 23:59:59.000000 UTC"
"C1514214932","-691738.36","-691738.36","0.00","2026-01-01 23:59:59.000000 UTC"
"C923341586","-2791.42","-2791.42","0.00","2026-01-01 23:59:59.000000 UTC"
"C815336475","188238.54","188238.54","0.00","2026-01-01 23:59:59.000000 UTC"
"C1746257394","-3269.72","-3269.72","0.00","2026-01-01 23:59:59.000000 UTC"
"C283039401","-42712.39","-42712.39","0.00","2026-01-01 23:59:59.000000 UTC"
